fips,admin2,province_state,country_region,last_update,latitude,longitude,confirmed,deaths,recovered,active,combined_key
48355,Nueces,Texas,US,2020-03-30T22:52:00,27.736,-97.543,22,0,0,0,"Nueces, Texas, US"
32023,Nye,Nevada,US,2020-03-30T22:52:00,38.043,-116.472,1,0,0,0,"Nye, Nevada, US"
19141,O'Brien,Iowa,US,2020-03-30T22:52:00,43.083,-95.625,0,0,0,0,"O'Brien, Iowa, US"
26125,Oakland,Michigan,US,2020-03-30T22:52:00,42.661,-83.386,1365,48,0,0,"Oakland, Michigan, US"
47131,Obion,Tennessee,US,2020-03-30T22:52:00,36.357,-89.149,1,0,0,0,"Obion, Tennessee, US"
34029,Ocean,New Jersey,US,2020-03-30T22:52:00,39.89,-74.281,874,6,0,0,"Ocean, New Jersey, US"
26127,Oceana,Michigan,US,2020-03-30T22:52:00,43.641,-86.267,2,0,0,0,"Oceana, Michigan, US"
48357,Ochiltree,Texas,US,2020-03-30T22:52:00,36.278,-100.816,0,0,0,0,"Ochiltree, Texas, US"
13219,Oconee,Georgia,US,2020-03-30T22:52:00,33.837,-83.437,11,0,0,0,"Oconee, Georgia, US"
45073,Oconee,South Carolina,US,2020-03-30T22:52:00,34.752,-83.067,4,0,0,0,"Oconee, South Carolina, US"
55083,Oconto,Wisconsin,US,2020-03-30T22:52:00,45.027,-88.268,0,0,0,0,"Oconto, Wisconsin, US"
26129,Ogemaw,Michigan,US,2020-03-30T22:52:00,44.335,-84.127,4,0,0,0,"Ogemaw, Michigan, US"
46102,Oglala Lakota,South Dakota,US,2020-03-30T22:52:00,43.337,-102.556,0,0,0,0,"Oglala Lakota, South Dakota, US"
17141,Ogle,Illinois,US,2020-03-30T22:52:00,42.042,-89.322,0,0,0,0,"Ogle, Illinois, US"
13221,Oglethorpe,Georgia,US,2020-03-30T22:52:00,33.879,-83.083,0,0,0,0,"Oglethorpe, Georgia, US"
18115,Ohio,Indiana,US,2020-03-30T22:52:00,38.955,-84.965,1,0,0,0,"Ohio, Indiana, US"
21183,Ohio,Kentucky,US,2020-03-30T22:52:00,37.478,-86.854,0,0,0,0,"Ohio, Kentucky, US"
54069,Ohio,West Virginia,US,2020-03-30T22:52:00,40.096,-80.622,9,0,0,0,"Ohio, West Virginia, US"
12091,Okaloosa,Florida,US,2020-03-30T22:52:00,30.577,-86.661,35,0,0,0,"Okaloosa, Florida, US"
53047,Okanogan,Washington,US,2020-03-30T22:52:00,48.549,-119.739,3,0,0,0,"Okanogan, Washington, US"
12093,Okeechobee,Florida,US,2020-03-30T22:52:00,27.386,-80.889,0,0,0,0,"Okeechobee, Florida, US"
40107,Okfuskee,Oklahoma,US,2020-03-30T22:52:00,35.465,-96.326,0,0,0,0,"Okfuskee, Oklahoma, US"
40109,Oklahoma,Oklahoma,US,2020-03-30T22:52:00,35.551,-97.407,134,4,0,0,"Oklahoma, Oklahoma, US"
40111,Okmulgee,Oklahoma,US,2020-03-30T22:52:00,35.647,-95.964,3,0,0,0,"Okmulgee, Oklahoma, US"
28105,Oktibbeha,Mississippi,US,2020-03-30T22:52:00,33.425,-88.879,15,0,0,0,"Oktibbeha, Mississippi, US"
21185,Oldham,Kentucky,US,2020-03-30T22:52:00,38.398,-85.448,3,0,0,0,"Oldham, Kentucky, US"
48359,Oldham,Texas,US,2020-03-30T22:52:00,35.404,-102.603,2,1,0,0,"Oldham, Texas, US"
38065,Oliver,North Dakota,US,2020-03-30T22:52:00,47.115,-101.341,1,0,0,0,"Oliver, North Dakota, US"
27109,Olmsted,Minnesota,US,2020-03-30T22:52:00,44.004,-92.402,51,0,0,0,"Olmsted, Minnesota, US"
16071,Oneida,Idaho,US,2020-03-30T22:52:00,42.195,-112.541,0,0,0,0,"Oneida, Idaho, US"
36065,Oneida,New York,US,2020-03-30T22:52:00,43.244,-75.437,34,0,0,0,"Oneida, New York, US"
55085,Oneida,Wisconsin,US,2020-03-30T22:52:00,45.707,-89.519,3,0,0,0,"Oneida, Wisconsin, US"
36067,Onondaga,New York,US,2020-03-30T22:52:00,43.005,-76.2,228,1,0,0,"Onondaga, New York, US"
37133,Onslow,North Carolina,US,2020-03-30T22:52:00,34.726,-77.429,4,0,0,0,"Onslow, North Carolina, US"
36069,Ontario,New York,US,2020-03-30T22:52:00,42.851,-77.309,20,0,0,0,"Ontario, New York, US"
26131,Ontonagon,Michigan,US,2020-03-30T22:52:00,46.665,-89.314,0,0,0,0,"Ontonagon, Michigan, US"
06059,Orange,California,US,2020-03-30T22:52:00,33.788,-117.853,464,4,0,0,"Orange, California, US"
12095,Orange,Florida,US,2020-03-30T22:52:00,28.514,-81.318,293,4,0,0,"Orange, Florida, US"
18117,Orange,Indiana,US,2020-03-30T22:52:00,38.541,-86.495,2,0,0,0,"Orange, Indiana, US"
36071,Orange,New York,US,2020-03-30T22:52:00,41.403,-74.302,1435,5,0,0,"Orange, New York, US"
37135,Orange,North Carolina,US,2020-03-30T22:52:00,36.061,-79.122,30,0,0,0,"Orange, North Carolina, US"
48361,Orange,Texas,US,2020-03-30T22:52:00,30.119,-93.894,5,0,0,0,"Orange, Texas, US"
50017,Orange,Vermont,US,2020-03-30T22:52:00,44.005,-72.376,3,0,0,0,"Orange, Vermont, US"
51137,Orange,Virginia,US,2020-03-30T22:52:00,38.245,-78.016,1,0,0,0,"Orange, Virginia, US"
45075,Orangeburg,South Carolina,US,2020-03-30T22:52:00,33.439,-80.799,21,0,0,0,"Orangeburg, South Carolina, US"
29149,Oregon,Missouri,US,2020-03-30T22:52:00,36.687,-91.403,0,0,0,0,"Oregon, Missouri, US"
22071,Orleans,Louisiana,US,2020-03-30T22:52:00,30.07,-89.927,1480,86,0,0,"Orleans, Louisiana, US"
36073,Orleans,New York,US,2020-03-30T22:52:00,43.252,-78.232,4,0,0,0,"Orleans, New York, US"
50019,Orleans,Vermont,US,2020-03-30T22:52:00,44.83,-72.246,5,0,0,0,"Orleans, Vermont, US"
20139,Osage,Kansas,US,2020-03-30T22:52:00,38.652,-95.727,2,0,0,0,"Osage, Kansas, US"
29151,Osage,Missouri,US,2020-03-30T22:52:00,38.46,-91.861,1,0,0,0,"Osage, Missouri, US"
40113,Osage,Oklahoma,US,2020-03-30T22:52:00,36.629,-96.396,11,0,0,0,"Osage, Oklahoma, US"
20141,Osborne,Kansas,US,2020-03-30T22:52:00,39.35,-98.768,0,0,0,0,"Osborne, Kansas, US"
12097,Osceola,Florida,US,2020-03-30T22:52:00,28.063,-81.149,94,0,0,0,"Osceola, Florida, US"
19143,Osceola,Iowa,US,2020-03-30T22:52:00,43.378,-95.624,0,0,0,0,"Osceola, Iowa, US"
26133,Osceola,Michigan,US,2020-03-30T22:52:00,43.99,-85.326,2,0,0,0,"Osceola, Michigan, US"
26135,Oscoda,Michigan,US,2020-03-30T22:52:00,44.682,-84.129,0,0,0,0,"Oscoda, Michigan, US"
36075,Oswego,New York,US,2020-03-30T22:52:00,43.428,-76.146,15,0,0,0,"Oswego, New York, US"
08089,Otero,Colorado,US,2020-03-30T22:52:00,37.901,-103.717,3,0,0,0,"Otero, Colorado, US"
35035,Otero,New Mexico,US,2020-03-30T22:52:00,32.613,-105.742,0,0,0,0,"Otero, New Mexico, US"
31131,Otoe,Nebraska,US,2020-03-30T22:52:00,40.648,-96.134,0,0,0,0,"Otoe, Nebraska, US"
26137,Otsego,Michigan,US,2020-03-30T22:52:00,45.021,-84.599,17,0,0,0,"Otsego, Michigan, US"
36077,Otsego,New York,US,2020-03-30T22:52:00,42.635,-75.032,17,1,0,0,"Otsego, New York, US"
20143,Ottawa,Kansas,US,2020-03-30T22:52:00,39.132,-97.65,1,0,0,0,"Ottawa, Kansas, US"
26139,Ottawa,Michigan,US,2020-03-30T22:52:00,42.96,-85.997,28,0,0,0,"Ottawa, Michigan, US"
39123,Ottawa,Ohio,US,2020-03-30T22:52:00,41.538,-83.094,2,0,0,0,"Ottawa, Ohio, US"
40115,Ottawa,Oklahoma,US,2020-03-30T22:52:00,36.835,-94.81,6,0,0,0,"Ottawa, Oklahoma, US"
27111,Otter Tail,Minnesota,US,2020-03-30T22:52:00,46.408,-95.708,1,0,0,0,"Otter Tail, Minnesota, US"
05103,Ouachita,Arkansas,US,2020-03-30T22:52:00,33.588,-92.878,0,0,0,0,"Ouachita, Arkansas, US"
22073,Ouachita,Louisiana,US,2020-03-30T22:52:00,32.476,-92.157,44,1,0,0,"Ouachita, Louisiana, US"
08091,Ouray,Colorado,US,2020-03-30T22:52:00,38.147,-107.768,0,0,0,0,"Ouray, Colorado, US"
80026,Out of MI,Michigan,US,2020-03-30T22:52:00,0.0,0.0,17,0,0,0,"Out of MI, Michigan, US"
80047,Out of TN,Tennessee,US,2020-03-30T22:52:00,0.0,0.0,150,0,0,0,"Out of TN, Tennessee, US"
,Out of UT,Utah,US,2020-03-30T22:52:00,0.0,0.0,19,0,0,0,"Out of UT, Utah, US"
55087,Outagamie,Wisconsin,US,2020-03-30T22:52:00,44.416,-88.466,9,0,0,0,"Outagamie, Wisconsin, US"
47133,Overton,Tennessee,US,2020-03-30T22:52:00,36.341,-85.29,2,0,0,0,"Overton, Tennessee, US"
18119,Owen,Indiana,US,2020-03-30T22:52:00,39.311,-86.839,10,0,0,0,"Owen, Indiana, US"
21187,Owen,Kentucky,US,2020-03-30T22:52:00,38.517,-84.824,0,0,0,0,"Owen, Kentucky, US"
21189,Owsley,Kentucky,US,2020-03-30T22:52:00,37.428,-83.688,0,0,0,0,"Owsley, Kentucky, US"
16073,Owyhee,Idaho,US,2020-03-30T22:52:00,42.58,-116.169,1,0,0,0,"Owyhee, Idaho, US"
23017,Oxford,Maine,US,2020-03-30T22:52:00,44.5,-70.757,9,0,0,0,"Oxford, Maine, US"
29153,Ozark,Missouri,US,2020-03-30T22:52:00,36.649,-92.445,0,0,0,0,"Ozark, Missouri, US"
55089,Ozaukee,Wisconsin,US,2020-03-30T22:52:00,43.384,-87.946,36,3,0,0,"Ozaukee, Wisconsin, US"
53049,Pacific,Washington,US,2020-03-30T22:52:00,46.554,-123.729,0,0,0,0,"Pacific, Washington, US"
19145,Page,Iowa,US,2020-03-30T22:52:00,40.739,-95.15,2,0,0,0,"Page, Iowa, US"
51139,Page,Virginia,US,2020-03-30T22:52:00,38.618,-78.488,0,0,0,0,"Page, Virginia, US"
12099,Palm Beach,Florida,US,2020-03-30T22:52:00,26.647,-80.465,423,7,0,0,"Palm Beach, Florida, US"
19147,Palo Alto,Iowa,US,2020-03-30T22:52:00,43.082,-94.678,0,0,0,0,"Palo Alto, Iowa, US"
48363,Palo Pinto,Texas,US,2020-03-30T22:52:00,32.753,-98.313,0,0,0,0,"Palo Pinto, Texas, US"
37137,Pamlico,North Carolina,US,2020-03-30T22:52:00,35.153,-76.666,1,0,0,0,"Pamlico, North Carolina, US"
28107,Panola,Mississippi,US,2020-03-30T22:52:00,34.364,-89.951,5,0,0,0,"Panola, Mississippi, US"
48365,Panola,Texas,US,2020-03-30T22:52:00,32.164,-94.306,0,0,0,0,"Panola, Texas, US"
08093,Park,Colorado,US,2020-03-30T22:52:00,39.121,-105.718,3,0,0,0,"Park, Colorado, US"
30067,Park,Montana,US,2020-03-30T22:52:00,45.49,-110.526,2,0,0,0,"Park, Montana, US"
56029,Park,Wyoming,US,2020-03-30T22:52:00,44.522,-109.585,1,0,0,0,"Park, Wyoming, US"
18121,Parke,Indiana,US,2020-03-30T22:52:00,39.772,-87.204,0,0,0,0,"Parke, Indiana, US"
48367,Parker,Texas,US,2020-03-30T22:52:00,32.778,-97.805,4,0,0,0,"Parker, Texas, US"
48369,Parmer,Texas,US,2020-03-30T22:52:00,34.53,-102.784,0,0,0,0,"Parmer, Texas, US"
12101,Pasco,Florida,US,2020-03-30T22:52:00,28.308,-82.402,38,2,0,0,"Pasco, Florida, US"
37139,Pasquotank,North Carolina,US,2020-03-30T22:52:00,36.267,-76.251,2,0,0,0,"Pasquotank, North Carolina, US"
34031,Passaic,New Jersey,US,2020-03-30T22:52:00,41.032,-74.3,1091,10,0,0,"Passaic, New Jersey, US"
51141,Patrick,Virginia,US,2020-03-30T22:52:00,36.68,-80.287,0,0,0,0,"Patrick, Virginia, US"
13223,Paulding,Georgia,US,2020-03-30T22:52:00,33.92,-84.868,24,0,0,0,"Paulding, Georgia, US"
39125,Paulding,Ohio,US,2020-03-30T22:52:00,41.117,-84.58,0,0,0,0,"Paulding, Ohio, US"
20145,Pawnee,Kansas,US,2020-03-30T22:52:00,38.181,-99.237,0,0,0,0,"Pawnee, Kansas, US"
31133,Pawnee,Nebraska,US,2020-03-30T22:52:00,40.131,-96.237,0,0,0,0,"Pawnee, Nebraska, US"
40117,Pawnee,Oklahoma,US,2020-03-30T22:52:00,36.317,-96.703,15,1,0,0,"Pawnee, Oklahoma, US"
16075,Payette,Idaho,US,2020-03-30T22:52:00,44.005,-116.765,1,0,0,0,"Payette, Idaho, US"
40119,Payne,Oklahoma,US,2020-03-30T22:52:00,36.077,-96.976,14,0,0,0,"Payne, Oklahoma, US"
13225,Peach,Georgia,US,2020-03-30T22:52:00,32.569,-83.829,7,1,0,0,"Peach, Georgia, US"
28109,Pearl River,Mississippi,US,2020-03-30T22:52:00,30.771,-89.587,27,0,0,0,"Pearl River, Mississippi, US"
48371,Pecos,Texas,US,2020-03-30T22:52:00,30.781,-102.724,0,0,0,0,"Pecos, Texas, US"
38067,Pembina,North Dakota,US,2020-03-30T22:52:00,48.766,-97.552,0,0,0,0,"Pembina, North Dakota, US"
29155,Pemiscot,Missouri,US,2020-03-30T22:52:00,36.213,-89.787,2,0,0,0,"Pemiscot, Missouri, US"
53051,Pend Oreille,Washington,US,2020-03-30T22:52:00,48.532,-117.274,0,0,0,0,"Pend Oreille, Washington, US"
37141,Pender,North Carolina,US,2020-03-30T22:52:00,34.523,-77.904,0,0,0,0,"Pender, North Carolina, US"
21191,Pendleton,Kentucky,US,2020-03-30T22:52:00,38.696,-84.356,0,0,0,0,"Pendleton, Kentucky, US"
54071,Pendleton,West Virginia,US,2020-03-30T22:52:00,38.683,-79.351,0,0,0,0,"Pendleton, West Virginia, US"
27113,Pennington,Minnesota,US,2020-03-30T22:52:00,48.066,-96.037,0,0,0,0,"Pennington, Minnesota, US"
46103,Pennington,South Dakota,US,2020-03-30T22:52:00,44.003,-102.824,5,1,0,0,"Pennington, South Dakota, US"
23019,Penobscot,Maine,US,2020-03-30T22:52:00,45.402,-68.65,12,0,0,0,"Penobscot, Maine, US"
17143,Peoria,Illinois,US,2020-03-30T22:52:00,40.787,-89.761,8,0,0,0,"Peoria, Illinois, US"
55091,Pepin,Wisconsin,US,2020-03-30T22:52:00,44.583,-91.999,0,0,0,0,"Pepin, Wisconsin, US"
31135,Perkins,Nebraska,US,2020-03-30T22:52:00,40.851,-101.65,0,0,0,0,"Perkins, Nebraska, US"
46105,Perkins,South Dakota,US,2020-03-30T22:52:00,45.49,-102.476,0,0,0,0,"Perkins, South Dakota, US"
37143,Perquimans,North Carolina,US,2020-03-30T22:52:00,36.178,-76.406,1,0,0,0,"Perquimans, North Carolina, US"
01105,Perry,Alabama,US,2020-03-30T22:52:00,32.64,-87.298,0,0,0,0,"Perry, Alabama, US"
05105,Perry,Arkansas,US,2020-03-30T22:52:00,34.946,-92.944,1,0,0,0,"Perry, Arkansas, US"
17145,Perry,Illinois,US,2020-03-30T22:52:00,38.085,-89.369,0,0,0,0,"Perry, Illinois, US"
18123,Perry,Indiana,US,2020-03-30T22:52:00,38.078,-86.637,0,0,0,0,"Perry, Indiana, US"
21193,Perry,Kentucky,US,2020-03-30T22:52:00,37.25,-83.229,0,0,0,0,"Perry, Kentucky, US"
28111,Perry,Mississippi,US,2020-03-30T22:52:00,31.172,-88.993,2,1,0,0,"Perry, Mississippi, US"
29157,Perry,Missouri,US,2020-03-30T22:52:00,37.707,-89.827,12,0,0,0,"Perry, Missouri, US"
39127,Perry,Ohio,US,2020-03-30T22:52:00,39.735,-82.238,0,0,0,0,"Perry, Ohio, US"
42099,Perry,Pennsylvania,US,2020-03-30T22:52:00,40.402,-77.263,1,0,0,0,"Perry, Pennsylvania, US"
47135,Perry,Tennessee,US,2020-03-30T22:52:00,35.637,-87.861,2,0,0,0,"Perry, Tennessee, US"
32027,Pershing,Nevada,US,2020-03-30T22:52:00,40.44,-118.401,0,0,0,0,"Pershing, Nevada, US"
37145,Person,North Carolina,US,2020-03-30T22:52:00,36.39,-78.972,1,0,0,0,"Person, North Carolina, US"
02195,Petersburg,Alaska,US,2020-03-30T22:52:00,57.14,-132.954,0,0,0,0,"Petersburg, Alaska, US"
51730,Petersburg,Virginia,US,2020-03-30T22:52:00,37.205,-77.394,2,0,0,0,"Petersburg, Virginia, US"
30069,Petroleum,Montana,US,2020-03-30T22:52:00,47.118,-108.251,0,0,0,0,"Petroleum, Montana, US"
29159,Pettis,Missouri,US,2020-03-30T22:52:00,38.728,-93.285,1,0,0,0,"Pettis, Missouri, US"
29161,Phelps,Missouri,US,2020-03-30T22:52:00,37.877,-91.794,0,0,0,0,"Phelps, Missouri, US"
31137,Phelps,Nebraska,US,2020-03-30T22:52:00,40.512,-99.415,0,0,0,0,"Phelps, Nebraska, US"
42101,Philadelphia,Pennsylvania,US,2020-03-30T22:52:00,40.003,-75.138,1072,8,0,0,"Philadelphia, Pennsylvania, US"
05107,Phillips,Arkansas,US,2020-03-30T22:52:00,34.433,-90.848,0,0,0,0,"Phillips, Arkansas, US"
08095,Phillips,Colorado,US,2020-03-30T22:52:00,40.594,-102.358,0,0,0,0,"Phillips, Colorado, US"
20147,Phillips,Kansas,US,2020-03-30T22:52:00,39.785,-99.347,0,0,0,0,"Phillips, Kansas, US"
30071,Phillips,Montana,US,2020-03-30T22:52:00,48.259,-107.913,0,0,0,0,"Phillips, Montana, US"
17147,Piatt,Illinois,US,2020-03-30T22:52:00,40.014,-88.593,0,0,0,0,"Piatt, Illinois, US"
39129,Pickaway,Ohio,US,2020-03-30T22:52:00,39.642,-83.024,5,0,0,0,"Pickaway, Ohio, US"
01107,Pickens,Alabama,US,2020-03-30T22:52:00,33.281,-88.088,2,0,0,0,"Pickens, Alabama, US"
13227,Pickens,Georgia,US,2020-03-30T22:52:00,34.466,-84.464,6,1,0,0,"Pickens, Georgia, US"
45077,Pickens,South Carolina,US,2020-03-30T22:52:00,34.888,-82.728,13,0,0,0,"Pickens, South Carolina, US"
47137,Pickett,Tennessee,US,2020-03-30T22:52:00,36.556,-85.078,0,0,0,0,"Pickett, Tennessee, US"
13229,Pierce,Georgia,US,2020-03-30T22:52:00,31.359,-82.216,2,0,0,0,"Pierce, Georgia, US"
31139,Pierce,Nebraska,US,2020-03-30T22:52:00,42.264,-97.601,0,0,0,0,"Pierce, Nebraska, US"
38069,Pierce,North Dakota,US,2020-03-30T22:52:00,48.25,-99.964,2,0,0,0,"Pierce, North Dakota, US"
53053,Pierce,Washington,US,2020-03-30T22:52:00,47.068,-122.129,317,6,0,0,"Pierce, Washington, US"
55093,Pierce,Wisconsin,US,2020-03-30T22:52:00,44.719,-92.422,6,0,0,0,"Pierce, Wisconsin, US"
01109,Pike,Alabama,US,2020-03-30T22:52:00,31.804,-85.941,4,0,0,0,"Pike, Alabama, US"
05109,Pike,Arkansas,US,2020-03-30T22:52:00,34.163,-93.658,1,0,0,0,"Pike, Arkansas, US"
13231,Pike,Georgia,US,2020-03-30T22:52:00,33.093,-84.388,2,0,0,0,"Pike, Georgia, US"
17149,Pike,Illinois,US,2020-03-30T22:52:00,39.623,-90.888,0,0,0,0,"Pike, Illinois, US"
18125,Pike,Indiana,US,2020-03-30T22:52:00,38.401,-87.236,0,0,0,0,"Pike, Indiana, US"
21195,Pike,Kentucky,US,2020-03-30T22:52:00,37.471,-82.395,0,0,0,0,"Pike, Kentucky, US"
28113,Pike,Mississippi,US,2020-03-30T22:52:00,31.175,-90.404,14,0,0,0,"Pike, Mississippi, US"
29163,Pike,Missouri,US,2020-03-30T22:52:00,39.343,-91.17,1,0,0,0,"Pike, Missouri, US"
39131,Pike,Ohio,US,2020-03-30T22:52:00,39.076,-83.068,1,0,0,0,"Pike, Ohio, US"
42103,Pike,Pennsylvania,US,2020-03-30T22:52:00,41.332,-75.032,39,1,0,0,"Pike, Pennsylvania, US"
04019,Pima,Arizona,US,2020-03-30T22:52:00,32.097,-111.789,187,4,0,0,"Pima, Arizona, US"
04021,Pinal,Arizona,US,2020-03-30T22:52:00,32.816,-111.284,64,0,0,0,"Pinal, Arizona, US"
27115,Pine,Minnesota,US,2020-03-30T22:52:00,46.121,-92.741,0,0,0,0,"Pine, Minnesota, US"
12103,Pinellas,Florida,US,2020-03-30T22:52:00,27.931,-82.722,126,5,0,0,"Pinellas, Florida, US"
27117,Pipestone,Minnesota,US,2020-03-30T22:52:00,44.023,-96.258,0,0,0,0,"Pipestone, Minnesota, US"
23021,Piscataquis,Maine,US,2020-03-30T22:52:00,45.838,-69.286,0,0,0,0,"Piscataquis, Maine, US"
08097,Pitkin,Colorado,US,2020-03-30T22:52:00,39.217,-106.931,27,2,0,0,"Pitkin, Colorado, US"
37147,Pitt,North Carolina,US,2020-03-30T22:52:00,35.595,-77.374,20,0,0,0,"Pitt, North Carolina, US"
40121,Pittsburg,Oklahoma,US,2020-03-30T22:52:00,34.921,-95.751,2,0,0,0,"Pittsburg, Oklahoma, US"
51143,Pittsylvania,Virginia,US,2020-03-30T22:52:00,36.82,-79.397,1,0,0,0,"Pittsylvania, Virginia, US"
49031,Piute,Utah,US,2020-03-30T22:52:00,38.338,-112.125,0,0,0,0,"Piute, Utah, US"
06061,Placer,California,US,2020-03-30T22:52:00,39.092,-120.804,53,2,0,0,"Placer, California, US"
22075,Plaquemines,Louisiana,US,2020-03-30T22:52:00,29.422,-89.603,22,2,0,0,"Plaquemines, Louisiana, US"
29165,Platte,Missouri,US,2020-03-30T22:52:00,39.382,-94.771,7,0,0,0,"Platte, Missouri, US"
31141,Platte,Nebraska,US,2020-03-30T22:52:00,41.572,-97.521,1,0,0,0,"Platte, Nebraska, US"
56031,Platte,Wyoming,US,2020-03-30T22:52:00,42.133,-104.966,0,0,0,0,"Platte, Wyoming, US"
54073,Pleasants,West Virginia,US,2020-03-30T22:52:00,39.371,-81.168,1,0,0,0,"Pleasants, West Virginia, US"
06063,Plumas,California,US,2020-03-30T22:52:00,40.004,-120.84,0,0,0,0,"Plumas, California, US"
19149,Plymouth,Iowa,US,2020-03-30T22:52:00,42.738,-96.214,0,0,0,0,"Plymouth, Iowa, US"
25023,Plymouth,Massachusetts,US,2020-03-30T22:52:00,42.161,-70.793,380,0,0,0,"Plymouth, Massachusetts, US"
19151,Pocahontas,Iowa,US,2020-03-30T22:52:00,42.734,-94.679,0,0,0,0,"Pocahontas, Iowa, US"
54075,Pocahontas,West Virginia,US,2020-03-30T22:52:00,38.328,-80.01,0,0,0,0,"Pocahontas, West Virginia, US"
05111,Poinsett,Arkansas,US,2020-03-30T22:52:00,35.574,-90.663,3,0,0,0,"Poinsett, Arkansas, US"
22077,Pointe Coupee,Louisiana,US,2020-03-30T22:52:00,30.714,-91.602,2,0,0,0,"Pointe Coupee, Louisiana, US"
05113,Polk,Arkansas,US,2020-03-30T22:52:00,34.483,-94.227,1,0,0,0,"Polk, Arkansas, US"
12105,Polk,Florida,US,2020-03-30T22:52:00,27.95,-81.697,55,0,0,0,"Polk, Florida, US"
13233,Polk,Georgia,US,2020-03-30T22:52:00,34.013,-85.148,12,0,0,0,"Polk, Georgia, US"
19153,Polk,Iowa,US,2020-03-30T22:52:00,41.687,-93.578,61,0,0,0,"Polk, Iowa, US"
27119,Polk,Minnesota,US,2020-03-30T22:52:00,47.774,-96.401,0,0,0,0,"Polk, Minnesota, US"
29167,Polk,Missouri,US,2020-03-30T22:52:00,37.616,-93.398,0,0,0,0,"Polk, Missouri, US"
31143,Polk,Nebraska,US,2020-03-30T22:52:00,41.188,-97.566,0,0,0,0,"Polk, Nebraska, US"
37149,Polk,North Carolina,US,2020-03-30T22:52:00,35.278,-82.168,2,0,0,0,"Polk, North Carolina, US"
41053,Polk,Oregon,US,2020-03-30T22:52:00,44.903,-123.413,15,0,0,0,"Polk, Oregon, US"
47139,Polk,Tennessee,US,2020-03-30T22:52:00,35.122,-84.521,0,0,0,0,"Polk, Tennessee, US"
48373,Polk,Texas,US,2020-03-30T22:52:00,30.795,-94.828,1,0,0,0,"Polk, Texas, US"
55095,Polk,Wisconsin,US,2020-03-30T22:52:00,45.461,-92.442,0,0,0,0,"Polk, Wisconsin, US"
30073,Pondera,Montana,US,2020-03-30T22:52:00,48.228,-112.225,0,0,0,0,"Pondera, Montana, US"
28115,Pontotoc,Mississippi,US,2020-03-30T22:52:00,34.226,-89.036,3,0,0,0,"Pontotoc, Mississippi, US"
40123,Pontotoc,Oklahoma,US,2020-03-30T22:52:00,34.73,-96.683,3,0,0,0,"Pontotoc, Oklahoma, US"
05115,Pope,Arkansas,US,2020-03-30T22:52:00,35.449,-93.032,1,0,0,0,"Pope, Arkansas, US"
17151,Pope,Illinois,US,2020-03-30T22:52:00,37.414,-88.562,0,0,0,0,"Pope, Illinois, US"
27121,Pope,Minnesota,US,2020-03-30T22:52:00,45.586,-95.445,0,0,0,0,"Pope, Minnesota, US"
51735,Poquoson,Virginia,US,2020-03-30T22:52:00,37.143,-76.358,2,0,0,0,"Poquoson, Virginia, US"
39133,Portage,Ohio,US,2020-03-30T22:52:00,41.168,-81.197,32,1,0,0,"Portage, Ohio, US"
55097,Portage,Wisconsin,US,2020-03-30T22:52:00,44.476,-89.502,1,0,0,0,"Portage, Wisconsin, US"
18127,Porter,Indiana,US,2020-03-30T22:52:00,41.46,-87.068,15,0,0,0,"Porter, Indiana, US"
51740,Portsmouth,Virginia,US,2020-03-30T22:52:00,36.859,-76.36,4,0,0,0,"Portsmouth, Virginia, US"
18129,Posey,Indiana,US,2020-03-30T22:52:00,38.021,-87.865,3,0,0,0,"Posey, Indiana, US"
20149,Pottawatomie,Kansas,US,2020-03-30T22:52:00,39.379,-96.346,1,0,0,0,"Pottawatomie, Kansas, US"
40125,Pottawatomie,Oklahoma,US,2020-03-30T22:52:00,35.206,-96.949,2,0,0,0,"Pottawatomie, Oklahoma, US"
19155,Pottawattamie,Iowa,US,2020-03-30T22:52:00,41.336,-95.539,3,0,0,0,"Pottawattamie, Iowa, US"
42105,Potter,Pennsylvania,US,2020-03-30T22:52:00,41.745,-77.896,2,0,0,0,"Potter, Pennsylvania, US"
46107,Potter,South Dakota,US,2020-03-30T22:52:00,45.066,-99.955,0,0,0,0,"Potter, South Dakota, US"
48375,Potter,Texas,US,2020-03-30T22:52:00,35.401,-101.894,5,0,0,0,"Potter, Texas, US"
30075,Powder River,Montana,US,2020-03-30T22:52:00,45.396,-105.637,0,0,0,0,"Powder River, Montana, US"
21197,Powell,Kentucky,US,2020-03-30T22:52:00,37.832,-83.826,0,0,0,0,"Powell, Kentucky, US"
30077,Powell,Montana,US,2020-03-30T22:52:00,46.855,-112.936,0,0,0,0,"Powell, Montana, US"
16077,Power,Idaho,US,2020-03-30T22:52:00,42.693,-112.84,0,0,0,0,"Power, Idaho, US"
19157,Poweshiek,Iowa,US,2020-03-30T22:52:00,41.686,-92.532,5,1,0,0,"Poweshiek, Iowa, US"
51145,Powhatan,Virginia,US,2020-03-30T22:52:00,37.55,-77.913,3,0,0,0,"Powhatan, Virginia, US"
05117,Prairie,Arkansas,US,2020-03-30T22:52:00,34.836,-91.552,0,0,0,0,"Prairie, Arkansas, US"
30079,Prairie,Montana,US,2020-03-30T22:52:00,46.86,-105.379,0,0,0,0,"Prairie, Montana, US"
20151,Pratt,Kansas,US,2020-03-30T22:52:00,37.648,-98.739,0,0,0,0,"Pratt, Kansas, US"
